LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,GENDER,QUALIFICATION,MARRIED,defaulter,Id
110000.0,46,2.0,2.0,2.0,2.0,2.0,2.0,38639.0,39694.0,40752.0,41476,42090.0,43059,,2000.0,1700.0,1600.0,1800,1800.0,FEMALE,3,0.0,1,4942
130000.0,26,0.0,0.0,0.0,-2.0,-2.0,,44826.0,40650.0,0.0,0,0.0,0,1092.0,0.0,0.0,0.0,0,0.0,MALE,2,2.0,0,4943
200000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,29339.0,21624.0,22409.0,11671,5493.0,3288,2000.0,1770.0,2003.0,900.0,1800,1569.0,FEMALE,1,2.0,0,4944
150000.0,37,0.0,0.0,0.0,-1.0,-1.0,-1.0,4301.0,8246.0,12865.0,817,1095.0,1393,,5064.0,,1100.0,1393,3796.0,MALE,2,2.0,1,4945
180000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2619.0,1839.0,2544.0,1134,1313.0,1332,,2544.0,1134.0,1313.0,1332,2444.0,MALE,1,2.0,1,4946
500000.0,38,0.0,0.0,0.0,0.0,0.0,-1.0,4952.0,6607.0,8544.0,15351,5839.0,9192,3008.0,4005.0,8048.0,131.0,9213,111.0,FEMALE,2,1.0,0,4947
230000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,903.0,1711.0,1292.0,885,1292.0,795,1711.0,1292.0,885.0,1292.0,795,1035.0,FEMALE,1,2.0,1,4948
,42,0.0,0.0,0.0,0.0,0.0,0.0,18487.0,12366.0,13010.0,12620,,20030,2620.0,,0.0,13945.0,7116,1280.0,FEMALE,3,1.0,1,4949
,44,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,626.0,0.0,1290.0,0,0.0,1200,0.0,,0.0,0.0,1200,0.0,FEMALE,1,1.0,0,4950
280000.0,38,-2.0,-1.0,0.0,0.0,-2.0,-2.0,939.0,8188.0,36670.0,0,1455.0,3023,8188.0,30000.0,0.0,1455.0,3023,24668.0,FEMALE,1,1.0,0,4951
,40,0.0,0.0,0.0,0.0,0.0,0.0,13231.0,14306.0,15370.0,16411,16839.0,17267,1300.0,1300.0,1300.0,,700,700.0,MALE,2,2.0,1,4952
400000.0,29,-2.0,,-2.0,-2.0,-2.0,-2.0,-38.0,9465.0,4991.0,466,-1381.0,3122,10446.0,5002.0,,499.0,5056,2152.0,FEMALE,2,2.0,1,4953
80000.0,36,-1.0,-1.0,0.0,0.0,,0.0,9097.0,31091.0,34651.0,26569,20082.0,25535,31091.0,20000.0,5000.0,10000.0,10000,0.0,MALE,2,1.0,0,4954
100000.0,26,0.0,0.0,0.0,0.0,0.0,0.0,94378.0,95809.0,,91241,62242.0,9565,6000.0,5000.0,4000.0,4000.0,1000,1000.0,FEMALE,1,2.0,0,4955
60000.0,43,0.0,0.0,0.0,0.0,,0.0,,61322.0,56414.0,47643,28208.0,27570,2300.0,2507.0,,28512.0,994,999.0,FEMALE,3,2.0,1,4956
360000.0,35,-1.0,0.0,0.0,-1.0,0.0,-1.0,12339.0,10138.0,23912.0,9785,166.0,2142,10000.0,13912.0,,0.0,2142,4230.0,FEMALE,1,1.0,0,4957
60000.0,24,-1.0,-1.0,0.0,0.0,0.0,0.0,1870.0,32603.0,32432.0,27976,25862.0,24571,32607.0,2119.0,3008.0,1006.0,1042,1001.0,MALE,1,2.0,0,4958
570000.0,29,0.0,0.0,,-1.0,0.0,-1.0,323085.0,303794.0,243673.0,74003,57763.0,50852,,33372.0,74085.0,290.0,51107,41791.0,FEMALE,1,2.0,0,4959
180000.0,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,11281.0,3405.0,22630.0,7777,3089.0,8429,3411.0,22657.0,7777.0,3089.0,8429,6706.0,FEMALE,2,2.0,0,4960
140000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,139079.0,143816.0,134472.0,130129,133031.0,136919,7000.0,4800.0,4659.0,5000.0,6100,6000.0,MALE,2,2.0,0,4961
200000.0,26,,0.0,0.0,,0.0,0.0,159398.0,156955.0,132144.0,119136,122211.0,125021,6163.0,4530.0,4500.0,5000.0,5000,5000.0,FEMALE,2,1.0,1,4962
110000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,111115.0,113515.0,111815.0,79375,78541.0,79731,6000.0,5000.0,3000.0,3100.0,3000,3000.0,FEMALE,2,2.0,0,4963
100000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,106229.0,98217.0,42482.0,43326,44235.0,45498,3000.0,1707.0,1551.0,1607.0,2000,2000.0,FEMALE,2,1.0,0,4964
360000.0,34,0.0,0.0,-2.0,-1.0,-1.0,-1.0,,0.0,0.0,1672,0.0,986,0.0,0.0,1672.0,0.0,986,780.0,FEMALE,2,1.0,0,4965
500000.0,39,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1777.0,23800.0,297.0,9342,3518.0,5597,23800.0,297.0,9342.0,3518.0,5597,717.0,MALE,2,1.0,0,4966
70000.0,35,1.0,2.0,2.0,2.0,0.0,0.0,24208.0,25015.0,27189.0,26456,28361.0,31873,1500.0,2900.0,0.0,2500.0,4000,0.0,FEMALE,2,2.0,0,4967
,49,2.0,3.0,,2.0,2.0,2.0,20347.0,19727.0,20909.0,21168,21520.0,21805,0.0,1800.0,900.0,1000.0,774,0.0,FEMALE,3,1.0,1,4968
120000.0,26,0.0,,0.0,0.0,0.0,0.0,57863.0,59456.0,57868.0,60790,50091.0,51113,,3588.0,10000.0,5000.0,5000,3000.0,FEMALE,3,1.0,0,4969
50000.0,39,0.0,0.0,0.0,0.0,0.0,0.0,9172.0,10184.0,11204.0,12214,12458.0,12719,1172.0,1192.0,1202.0,446.0,462,464.0,FEMALE,2,1.0,0,4970
160000.0,34,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,14150.0,8106.0,12431.0,12145,13391.0,7957,8106.0,12431.0,12145.0,13391.0,7957,1905.0,FEMALE,1,1.0,0,4971
240000.0,49,0.0,0.0,0.0,0.0,,0.0,234312.0,231407.0,233781.0,220150,190170.0,194018,9454.0,10128.0,8012.0,6500.0,7000,7000.0,FEMALE,2,2.0,1,4972
110000.0,35,1.0,2.0,0.0,0.0,2.0,2.0,10448.0,10144.0,14516.0,19396,9298.0,14116,0.0,5000.0,5000.0,0.0,5000,0.0,FEMALE,2,1.0,1,4973
20000.0,21,2.0,0.0,0.0,0.0,0.0,3.0,2968.0,3980.0,5075.0,5979,6796.0,6463,1223.0,1318.0,1183.0,1000.0,0,0.0,FEMALE,2,2.0,1,4974
180000.0,46,0.0,0.0,0.0,2.0,0.0,0.0,,125674.0,145212.0,141409,142861.0,166960,6102.0,23200.0,0.0,5295.0,26550,6045.0,FEMALE,1,1.0,0,4975
160000.0,39,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,0.0,499.0,0.0,0,0.0,0,499.0,0.0,0.0,0.0,0,0.0,MALE,1,1.0,0,4976
50000.0,52,2.0,,0.0,0.0,0.0,0.0,8917.0,10080.0,11106.0,12109,12206.0,13915,1468.0,1494.0,1497.0,594.0,2066,0.0,MALE,3,1.0,1,4977
,41,0.0,0.0,0.0,0.0,0.0,0.0,233161.0,238187.0,243554.0,211924,216395.0,231767,8900.0,9500.0,8000.0,8000.0,19000,10000.0,FEMALE,2,1.0,0,4978
200000.0,27,-1.0,-1.0,-1.0,-1.0,,0.0,6589.0,3423.0,2785.0,54271,60326.0,63339,3449.0,2798.0,54271.0,7000.0,4000,6000.0,MALE,1,2.0,0,4979
160000.0,27,0.0,,0.0,0.0,0.0,0.0,54232.0,55456.0,56625.0,57757,59424.0,60631,2100.0,2100.0,,3000.0,2200,2200.0,FEMALE,2,1.0,0,4980
390000.0,31,0.0,0.0,-1.0,,-1.0,-1.0,,62761.0,10373.0,6803,2601.0,2979,49188.0,10411.0,6830.0,2608.0,2987,2236.0,MALE,1,1.0,0,4981
80000.0,34,0.0,0.0,0.0,0.0,0.0,0.0,,51872.0,47593.0,43882,42256.0,42527,1853.0,1700.0,1522.0,1548.0,1488,1500.0,MALE,2,2.0,0,4982
150000.0,26,0.0,0.0,0.0,0.0,0.0,-2.0,117209.0,102018.0,79511.0,39800,-1500.0,0,3700.0,25007.0,2300.0,0.0,1500,0.0,FEMALE,5,,0,4983
110000.0,36,0.0,0.0,0.0,0.0,0.0,0.0,70204.0,69876.0,69584.0,59666,60916.0,61423,2745.0,2800.0,2200.0,2200.0,2207,3003.0,FEMALE,4,1.0,0,4984
20000.0,43,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,1.0,1,4985
150000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,61162.0,50928.0,47542.0,46644,31595.0,24473,3000.0,5000.0,5065.0,5000.0,2000,5000.0,FEMALE,2,2.0,0,4986
80000.0,63,0.0,0.0,0.0,0.0,0.0,0.0,81647.0,65470.0,73855.0,41003,29690.0,27596,5500.0,10000.0,7003.0,4700.0,3600,3500.0,MALE,2,1.0,1,4987
20000.0,23,-1.0,0.0,0.0,0.0,0.0,0.0,17676.0,18833.0,19002.0,18982,13762.0,0,1451.0,1400.0,380.0,0.0,0,0.0,MALE,2,2.0,1,4988
360000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,115730.0,102973.0,96363.0,85616,79033.0,72152,4371.0,5438.0,3415.0,2430.0,2568,3017.0,FEMALE,3,1.0,0,4989
300000.0,50,0.0,0.0,0.0,0.0,0.0,-1.0,5551.0,6564.0,7954.0,8690,0.0,1420,,1500.0,1000.0,0.0,1420,0.0,FEMALE,2,1.0,0,4990
360000.0,34,0.0,0.0,0.0,0.0,0.0,0.0,28291.0,31055.0,33788.0,36491,41179.0,45823,3000.0,3000.0,3000.0,5000.0,5000,5000.0,MALE,1,1.0,0,4991
150000.0,31,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,1,1.0,0,4992
150000.0,47,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,1.0,1,4993
50000.0,41,0.0,0.0,,0.0,0.0,0.0,15109.0,16117.0,17217.0,18005,18369.0,18888,1263.0,1363.0,1151.0,515.0,670,780.0,MALE,3,1.0,0,4994
30000.0,22,0.0,0.0,2.0,0.0,0.0,0.0,10094.0,14870.0,13329.0,7275,26804.0,29362,5300.0,0.0,607.0,20000.0,3000,0.0,FEMALE,2,2.0,0,4995
460000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,410033.0,385394.0,325663.0,324067,324749.0,327929,16088.0,13039.0,11127.0,11017.0,11110,11113.0,MALE,1,2.0,0,4996
20000.0,23,0.0,0.0,0.0,0.0,0.0,0.0,15706.0,16849.0,17285.0,18683,9121.0,14374,1700.0,1110.0,1500.0,500.0,300,150.0,MALE,3,1.0,0,4997
250000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,46948.0,46351.0,33227.0,33732,32245.0,37589,2500.0,10000.0,3000.0,3000.0,8000,0.0,FEMALE,2,2.0,0,4998
30000.0,23,0.0,0.0,0.0,2.0,0.0,0.0,28436.0,28845.0,31071.0,30248,30354.0,29088,1800.0,3300.0,0.0,1500.0,1500,1300.0,MALE,1,2.0,0,4999
50000.0,21,0.0,0.0,0.0,0.0,0.0,0.0,45078.0,44291.0,39408.0,29689,23879.0,23355,3000.0,3000.0,947.0,1000.0,837,866.0,FEMALE,2,2.0,0,5000
,29,0.0,0.0,0.0,0.0,0.0,0.0,28405.0,29639.0,30246.0,23774,24384.0,15855,4000.0,1555.0,631.0,769.0,317,0.0,FEMALE,2,1.0,1,5001
80000.0,27,2.0,0.0,0.0,0.0,,,69614.0,68836.0,69714.0,57318,46921.0,41072,3238.0,3103.0,3000.0,1800.0,1500,1700.0,FEMALE,1,2.0,1,5002
120000.0,25,0.0,0.0,0.0,0.0,0.0,0.0,11245.0,12554.0,13325.0,14185,13329.0,10237,1500.0,1265.0,1125.0,1329.0,500,3020.0,FEMALE,1,2.0,0,5003
30000.0,24,0.0,0.0,0.0,,0.0,2.0,23185.0,24194.0,25529.0,26563,28120.0,28558,1400.0,1730.0,1760.0,2310.0,1033,0.0,FEMALE,3,,0,5004
80000.0,36,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6746.0,556.0,556.0,2904,556.0,4226,556.0,556.0,2904.0,556.0,4226,3683.0,FEMALE,2,1.0,0,5005
80000.0,39,-1.0,0.0,,0.0,0.0,0.0,7111.0,,16817.0,15274,20043.0,13318,6500.0,5000.0,4025.0,8000.0,5000,2000.0,FEMALE,3,1.0,0,5006
120000.0,49,0.0,0.0,0.0,0.0,-2.0,-2.0,3903.0,2246.0,3040.0,0,0.0,0,1300.0,1000.0,0.0,0.0,0,0.0,FEMALE,2,2.0,0,5007
260000.0,33,-1.0,-1.0,-1.0,-1.0,-1.0,,49657.0,291.0,51058.0,2351,34039.0,291,291.0,51058.0,35696.0,34039.0,291,291.0,MALE,1,1.0,0,5008
30000.0,40,2.0,2.0,2.0,2.0,3.0,2.0,,13499.0,14979.0,15737,15201.0,14807,500.0,2000.0,1300.0,0.0,0,1400.0,FEMALE,3,2.0,0,5009
80000.0,51,2.0,2.0,2.0,2.0,0.0,,6469.0,8947.0,9853.0,9546,9890.0,10479,2600.0,1200.0,0.0,503.0,900,0.0,MALE,2,1.0,1,5010
500000.0,40,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,32647.0,,1920.0,21734,1837.0,96,1832.0,1920.0,21734.0,1837.0,0,19637.0,MALE,3,1.0,1,5011
50000.0,40,0.0,0.0,,0.0,0.0,0.0,4908.0,7479.0,11902.0,13871,19466.0,8128,3000.0,5000.0,5000.0,7000.0,3000,2000.0,FEMALE,1,1.0,0,5012
,28,1.0,2.0,2.0,2.0,-2.0,-2.0,153246.0,151659.0,10199.0,0,0.0,0,4009.0,2000.0,0.0,0.0,0,0.0,MALE,1,2.0,1,5013
100000.0,48,0.0,0.0,-2.0,-2.0,-2.0,-2.0,22970.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,1,2.0,0,5014
290000.0,40,2.0,0.0,0.0,0.0,0.0,0.0,,99413.0,96194.0,96089,92505.0,74760,4429.0,5000.0,2928.0,3097.0,2033,1051.0,MALE,1,1.0,1,5015
200000.0,30,-1.0,-1.0,0.0,0.0,0.0,0.0,1674.0,7398.0,,7477,7232.0,6442,7398.0,1000.0,1000.0,145.0,276,780.0,FEMALE,1,2.0,0,5016
,37,-2.0,-2.0,-2.0,-2.0,-1.0,0.0,240927.0,18676.0,9390.0,-3772,282777.0,288937,1093.0,9429.0,3423.0,291227.0,9011,9030.0,FEMALE,2,1.0,0,5017
100000.0,36,0.0,0.0,0.0,0.0,0.0,0.0,104660.0,104108.0,102066.0,99186,97140.0,95123,4589.0,4516.0,3645.0,3649.0,3724,3236.0,FEMALE,2,2.0,0,5018
50000.0,28,0.0,0.0,,-2.0,-2.0,-2.0,49139.0,,0.0,0,0.0,0,2500.0,0.0,0.0,0.0,0,0.0,MALE,2,1.0,0,5019
90000.0,30,0.0,0.0,0.0,0.0,0.0,0.0,,90595.0,89059.0,88822,90978.0,89363,3481.0,5167.0,3300.0,3615.0,3217,3500.0,FEMALE,1,2.0,0,5020
240000.0,28,0.0,0.0,0.0,0.0,0.0,2.0,65220.0,68155.0,70184.0,71784,78659.0,81212,4000.0,3167.0,2767.0,8233.0,4000,4000.0,FEMALE,1,2.0,0,5021
50000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,20762.0,22382.0,21343.0,14850,12315.0,10391,2000.0,1622.0,2013.0,500.0,500,500.0,FEMALE,2,2.0,0,5022
120000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,120568.0,,,81042,81225.0,79777,5224.0,5427.0,,3000.0,2900,2818.0,FEMALE,1,2.0,0,5023
190000.0,30,0.0,0.0,,0.0,0.0,,5484.0,6192.0,4988.0,3440,3341.0,3228,2450.0,0.0,200.0,1000.0,1000,1000.0,MALE,1,2.0,0,5024
280000.0,46,2.0,2.0,2.0,0.0,0.0,0.0,28788.0,31315.0,30529.0,33562,34557.0,35600,3315.0,0.0,3562.0,1557.0,1600,3175.0,FEMALE,2,1.0,0,5025
230000.0,40,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1319.0,770.0,3465.0,0,486.0,634,770.0,3465.0,0.0,486.0,634,0.0,MALE,1,1.0,1,5026
,43,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,83.0,FEMALE,2,1.0,0,5027
120000.0,30,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,711.0,878.0,1131.0,441,441.0,441,878.0,1131.0,441.0,441.0,441,455.0,FEMALE,1,2.0,1,5028
100000.0,41,0.0,,0.0,0.0,0.0,0.0,65917.0,67673.0,66292.0,67793,,66132,4000.0,3000.0,2500.0,3000.0,2500,2500.0,FEMALE,2,1.0,0,5029
80000.0,25,0.0,0.0,0.0,-1.0,2.0,2.0,60130.0,59744.0,44031.0,48089,44789.0,30423,2550.0,1848.0,6084.0,38.0,4,70.0,MALE,1,2.0,0,5030
150000.0,49,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3958.0,3146.0,2651.0,2465,4108.0,4703,3146.0,2659.0,2472.0,4116.0,4703,,MALE,3,2.0,0,5031
30000.0,45,-1.0,3.0,2.0,2.0,0.0,0.0,10330.0,10040.0,10903.0,10533,10132.0,10343,0.0,1149.0,,348.0,359,364.0,FEMALE,3,1.0,0,5032
310000.0,35,-2.0,,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,0,0.0,MALE,1,2.0,1,5033
260000.0,32,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,,0.0,0.0,0,0.0,36150,0.0,,0.0,0.0,36150,0.0,FEMALE,1,1.0,0,5034
80000.0,42,0.0,0.0,0.0,0.0,0.0,0.0,,,75039.0,76597,78712.0,81365,3500.0,3500.0,3400.0,4000.0,4000,3000.0,FEMALE,3,1.0,0,5035
50000.0,42,0.0,0.0,2.0,-1.0,0.0,0.0,48238.0,35194.0,9802.0,26781,28542.0,29235,4866.0,126.0,58542.0,3032.0,2000,2000.0,MALE,3,2.0,0,5036
200000.0,53,-2.0,-2.0,-2.0,-2.0,-2.0,,3858.0,2690.0,3410.0,0,0.0,82150,2690.0,3487.0,0.0,0.0,85900,396.0,MALE,1,1.0,0,5037
70000.0,34,0.0,0.0,0.0,0.0,0.0,,66701.0,69907.0,67450.0,61902,19551.0,27831,53000.0,26017.0,40000.0,17000.0,24000,28000.0,FEMALE,2,1.0,0,5038
200000.0,33,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,1,1.0,0,5039
50000.0,48,0.0,0.0,0.0,0.0,0.0,0.0,6066.0,7161.0,8234.0,8595,8955.0,9305,1200.0,1200.0,500.0,500.0,500,500.0,MALE,3,1.0,0,5040
360000.0,33,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,19847.0,15979.0,6450.0,13166,23964.0,5470,16059.0,6482.0,13242.0,24011.0,5497,5415.0,FEMALE,1,2.0,0,5041
100000.0,32,0.0,0.0,0.0,0.0,0.0,0.0,96636.0,95169.0,97303.0,99339,77082.0,77677,3402.0,3663.0,3788.0,2695.0,2772,2903.0,FEMALE,2,2.0,0,5042
50000.0,43,0.0,0.0,0.0,0.0,0.0,0.0,45807.0,46847.0,48090.0,48125,4080.0,0,1800.0,2000.0,1000.0,1000.0,0,0.0,FEMALE,3,3.0,0,5043
450000.0,25,,0.0,0.0,0.0,0.0,0.0,28765.0,24672.0,23095.0,20776,6189.0,2396,1714.0,2012.0,1107.0,21.0,512,81081.0,FEMALE,3,2.0,0,5044
210000.0,36,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,2501.0,639.0,699.0,0,0.0,0,639.0,699.0,,0.0,0,0.0,FEMALE,1,1.0,1,5045
260000.0,34,2.0,2.0,2.0,0.0,0.0,2.0,139582.0,149124.0,145333.0,148332,160810.0,155683,13400.0,0.0,,16502.0,0,5847.0,MALE,1,2.0,1,5046
240000.0,34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1731.0,6763.0,0.0,5717,10134.0,1045,6763.0,5717.0,0.0,10134.0,1045,6585.0,FEMALE,5,1.0,0,5047
,49,2.0,2.0,2.0,2.0,0.0,0.0,13380.0,13264.0,19195.0,18497,18160.0,19067,400.0,6180.0,,454.0,1000,400.0,MALE,2,1.0,1,5048
200000.0,26,0.0,0.0,0.0,0.0,0.0,0.0,,127843.0,131352.0,130884,132142.0,118084,4775.0,6579.0,4734.0,4368.0,4183,4227.0,FEMALE,2,2.0,0,5049
400000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,139862.0,125280.0,109278.0,94511,64995.0,28654,9209.0,3807.0,2403.0,1933.0,1014,104078.0,FEMALE,1,2.0,0,5050
210000.0,58,0.0,-1.0,-1.0,-1.0,-1.0,0.0,27316.0,15316.0,15316.0,15623,11090.0,15316,15316.0,15316.0,15623.0,11090.0,10000,76826.0,FEMALE,3,2.0,0,5051
160000.0,47,1.0,-1.0,-1.0,-2.0,-1.0,0.0,0.0,10427.0,0.0,0,1817.0,1817,,,0.0,1817.0,0,4700.0,MALE,4,1.0,0,5052
140000.0,55,2.0,2.0,2.0,2.0,,2.0,68859.0,70428.0,71902.0,72924,72335.0,75508,3300.0,3200.0,2800.0,1200.0,4500,3000.0,FEMALE,2,1.0,1,5053
,46,0.0,0.0,0.0,0.0,0.0,0.0,14835.0,,19160.0,14506,12839.0,8495,3000.0,3000.0,5000.0,5000.0,3000,511.0,MALE,2,1.0,1,5054
240000.0,35,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,,MALE,1,1.0,1,5055
230000.0,34,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,858.0,885.0,669.0,656,827.0,2360,885.0,669.0,656.0,827.0,2376,943.0,FEMALE,2,2.0,0,5056
500000.0,52,-1.0,-1.0,-1.0,-1.0,0.0,0.0,6259.0,2937.0,10410.0,30016,8014.0,2630,2962.0,10457.0,30026.0,26.0,13,,FEMALE,1,1.0,1,5057
240000.0,44,0.0,0.0,0.0,0.0,0.0,0.0,50120.0,48502.0,49001.0,47026,45827.0,39527,1781.0,2200.0,1923.0,1682.0,2000,2000.0,FEMALE,2,1.0,0,5058
,42,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0,9612.0,,6665.0,0,0.0,0,19293.0,,0.0,0.0,0,8768.0,FEMALE,1,2.0,0,5059
,30,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,MALE,2,1.0,1,5060
220000.0,30,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,8757.0,-2323.0,-3322.0,-3322,-3622.0,-2852,9.0,23000.0,0.0,0.0,3000,0.0,MALE,1,1.0,0,5061
180000.0,43,0.0,0.0,0.0,0.0,0.0,0.0,132986.0,,109319.0,111343,91966.0,82280,6167.0,5800.0,5700.0,3600.0,3000,3234.0,FEMALE,2,1.0,0,5062
210000.0,27,0.0,0.0,0.0,0.0,0.0,0.0,,121769.0,97575.0,93763,95790.0,92855,5600.0,4000.0,3220.0,3400.0,3252,3400.0,FEMALE,1,2.0,0,5063
240000.0,42,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,326.0,326.0,326.0,326,326.0,326,326.0,326.0,326.0,326.0,326,326.0,FEMALE,2,1.0,0,5064
400000.0,31,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,10150.0,5869.0,5750.0,132866,21780.0,41050,5869.0,5750.0,132872.0,21780.0,20525,74984.0,FEMALE,3,2.0,0,5065
150000.0,59,-2.0,-2.0,-2.0,-2.0,-1.0,2.0,0.0,0.0,0.0,0,,1504,0.0,0.0,0.0,7043.0,0,3063.0,MALE,3,1.0,0,5066
130000.0,34,0.0,0.0,0.0,0.0,0.0,,7469.0,8472.0,9143.0,9741,9713.0,9458,1138.0,1173.0,1138.0,477.0,400,600.0,FEMALE,2,2.0,0,5067
150000.0,28,0.0,0.0,0.0,0.0,0.0,0.0,24848.0,22726.0,11145.0,15690,17875.0,24590,14000.0,5000.0,5000.0,7875.0,13000,2000.0,FEMALE,1,2.0,0,5068
80000.0,37,0.0,0.0,0.0,0.0,0.0,0.0,19277.0,20060.0,20977.0,20695,18587.0,20767,1400.0,1306.0,1019.0,685.0,2500,0.0,MALE,3,1.0,0,5069
60000.0,20,,0.0,0.0,0.0,0.0,-1.0,58841.0,60970.0,,59882,19663.0,29343,3700.0,1400.0,2000.0,500.0,30000,1100.0,FEMALE,1,2.0,0,5070
380000.0,36,0.0,,0.0,0.0,0.0,0.0,250755.0,212839.0,173199.0,165476,122496.0,117726,8339.0,7032.0,7986.0,4170.0,4205,9335.0,FEMALE,2,2.0,0,5071
280000.0,30,-1.0,-1.0,-1.0,-1.0,,-1.0,1939.0,333.0,,8029,8040.0,2979,333.0,779.0,8029.0,11.0,3129,138.0,FEMALE,1,2.0,0,5072
50000.0,47,1.0,,-2.0,-2.0,-2.0,-2.0,,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,FEMALE,3,1.0,0,5073
200000.0,38,0.0,0.0,,0.0,0.0,0.0,15138.0,16396.0,6989.0,6619,7362.0,7252,1513.0,1106.0,335.0,845.0,1513,413.0,MALE,2,2.0,0,5074
50000.0,22,1.0,,0.0,,-1.0,0.0,11023.0,9497.0,4273.0,0,,5554,,1000.0,0.0,6805.0,2000,,MALE,2,2.0,0,5075
70000.0,33,1.0,3.0,2.0,0.0,0.0,0.0,70971.0,71272.0,69405.0,34045,34995.0,36025,2000.0,0.0,1220.0,1500.0,1725,0.0,FEMALE,1,2.0,1,5076
210000.0,38,0.0,0.0,0.0,0.0,0.0,0.0,54717.0,55522.0,54929.0,55696,54773.0,51616,2017.0,1900.0,1900.0,1925.0,1845,1886.0,FEMALE,2,,0,5077
,48,1.0,,2.0,2.0,2.0,2.0,,,42887.0,31745,32211.0,25836,0.0,3500.0,0.0,4500.0,0,1500.0,FEMALE,2,1.0,0,5078
20000.0,25,-1.0,-1.0,-1.0,-2.0,-2.0,-2.0,2500.0,3068.0,-380.0,-380,-380.0,-380,3068.0,0.0,0.0,,0,0.0,MALE,2,2.0,0,5079
30000.0,58,0.0,0.0,0.0,0.0,0.0,0.0,27620.0,27921.0,28585.0,29007,29195.0,21335,1449.0,1503.0,1315.0,893.0,1000,513.0,FEMALE,2,1.0,0,5080
100000.0,24,0.0,0.0,0.0,0.0,0.0,0.0,10458.0,9899.0,6618.0,3895,4037.0,12959,2500.0,1162.0,3000.0,159.0,11845,200.0,MALE,2,2.0,0,5081
340000.0,43,0.0,0.0,0.0,0.0,0.0,0.0,325371.0,326867.0,322454.0,275928,264601.0,265494,,11000.0,10000.0,10000.0,10000,10000.0,FEMALE,1,1.0,0,5082
,41,2.0,3.0,3.0,2.0,2.0,2.0,213732.0,217347.0,217329.0,211132,219202.0,223434,8500.0,5000.0,0.0,16000.0,8000,0.0,MALE,3,1.0,1,5083
